Row,Source Name,RA J2000 Degs,Dec J2000 Degs,Alternate Name,Source Type,Today#,Yesterday#,Tenday#,Mean*,Peak*,Days*,Last Day*
1028,IM Peg,343.260,16.8411,NULL,RS CVn variable,-,-,12 ( 2.5),-,-,-,-
1029,3C 454.3,343.490,16.1480,,Blazar,-,42 ( 2.3),-,3,38,14,53501 ( 6680)
1030,QSO B2251-179,343.525,-17.5820,MR 2251-178,Sy1,-,-,-,3,0,3,1 (    0)
1031,AO Psc,343.825,-3.17800,3A 2253-033,CV/DQ Her,-,-,-,2,0,4,1 (    0)
1032,QSO B2255-2814,344.525,-27.9726,ICRF J225805.9-275821,Sy1,-,-,-,-,-,-,-
1033,1E 2259+58.6,345.285,58.8790,2E 4673,HMXB,-,-,-,-,-,-,-
1034,QSO B2300-189,345.760,-18.6903,PKS 2300-18,Sy1,-,-,-,0,50,2,53537 ( 6644)
1035,NGC 7469,345.816,8.87386,,Sy2/LINER,105 ( 3.0),-,-,-,-,-,-
1036,Mrk 926,346.181,-8.68572,,Sy1.5,-,-,-,3,0,3,1 (    0)
1037,KZ And,347.489,47.9583,NULL,BY Dra variable,-,-,-,-,-,-,-
1038,SZ Psc,348.349,2.67556,NULL,RS CVn variable,-,-,-,0,70,2,57037 ( 3144)
1039,NGC 7582,349.598,-42.3710,,Sy2,-,-,-,2,0,2,1 (    0)
1040,NGC 7603,349.736,0.244000,NULL,Sy1.5,-,-,-,-,-,-,-
1041,V368 Cep,349.861,79.0036,NULL,RS CVn variable,-,-,-,0,0,1,1 (    0)
1042,Cas A,350.850,58.8150,,SNR,-,26 ( 2.6),8 ( 2.6),-,-,-,-
1043,2E 2321.4+4154,350.969,42.1819,NULL,BL Lac,-,-,-,-,-,-,-
1044,B3 2322+396,351.324,39.9600,0FGL J2325.3+3959,BL Lac,-,-,-,-,-,-,-
1045,PKS 2325+093,351.890,9.66900,QSO B2325+093,Quasar FS,-,-,-,-,-,-,-
1046,EQ Peg,352.967,19.9370,NULL,Flare star,-,-,-,0,0,1,1 (    0)
1047,V455 And,353.506,39.3620,NULL,Dwarf nova,-,-,-,-,-,-,-
1048,IVS B2331+073,353.553,7.60765,2MASS J23341283+0736274,Quasar,-,-,-,-,-,-,-
1049,Lambda And,354.391,46.4581,NULL,RS CVn variable,-,-,10 ( 3.0),-,-,-,-
1050,PMN J2345-1555,356.302,-15.9190,0FGL J2345.5-1559,Quasar,-,-,-,0,0,1,1 (    0)
1051,1ES 2344+514,356.771,51.7050,QSO B2344+514,BL Lac,-,-,-,0,0,2,1 (    0)
1052,QSO B2345-167,357.011,-16.5200,,Quasar,-,-,-,0,0,2,1 (    0)
1053,HR 9024,357.421,36.4253,OU And,Variable star,-,-,-,0,0,1,1 (    0)
1054,4C 45.51,358.590,45.8845,NULL,Quasar,-,-,-,-,-,-,-
1055,II Peg,358.767,28.6336,NULL,RS CVn variable,-,-,10 ( 2.4),0,0,2,1 (    0)
1056,QSO B2356-309,359.783,-30.6272,H 2356-309,BL Lac,-,-,-,0,0,1,1 (    0)
,Source Name,RA J2000 Degs,Dec J2000 Degs,Alternate Name,Source Type,Today#,Yesterday#,Tenday#,Mean*,Peak*,Days*,Last Day*
